Epoch, Train_Loss, Train_Acc
0, 0.7671947479248047, 45.3125
0, 6.328757286071777, 56.25
0, 2.079216241836548, 51.5625
0, 1.550213098526001, 54.6875
0, 1.277147650718689, 42.1875
0, 0.919693112373352, 53.125
0, 1.0300257205963135, 51.5625
0, 0.7442532777786255, 43.75
0, 0.8944752812385559, 45.3125
0, 0.827895998954773, 54.6875
0, 0.7297383546829224, 56.25
0, 0.6985443234443665, 46.875
0, 0.7240489721298218, 48.4375
0, 0.8807243704795837, 34.375
0, 0.7349498867988586, 48.4375
0, 0.6773478984832764, 65.625
0, 0.6926287412643433, 56.25
0, 0.7210201025009155, 40.625
0, 0.6835299134254456, 57.8125
0, 0.6798142790794373, 59.375
0, 0.7102594971656799, 51.5625
0, 0.7018674612045288, 50.0
0, 0.697198212146759, 54.6875
0, 0.7143154740333557, 40.625
0, 0.6806465983390808, 54.6875
0, 0.6549078226089478, 57.8125
0, 0.7378905415534973, 51.5625
0, 0.755776584148407, 54.6875
0, 0.70988929271698, 51.5625
0, 0.7717669606208801, 42.1875
0, 0.7015124559402466, 51.5625
0, 0.6757178902626038, 60.9375
0, 0.6917139887809753, 54.6875
0, 0.6874622702598572, 71.875
0, 0.7028157711029053, 45.3125
0, 0.6934959888458252, 46.875
0, 0.6880724430084229, 64.0625
0, 0.6837164163589478, 59.375
0, 0.6979891657829285, 48.4375
0, 0.7371325492858887, 37.5
0, 0.6963241696357727, 48.4375
0, 0.7216456532478333, 43.75
0, 0.7663062214851379, 35.9375
0, 0.6859018206596375, 50.0
0, 0.6802563071250916, 54.6875
0, 0.7106915712356567, 50.0
0, 0.6960938572883606, 54.6875
0, 0.7300816774368286, 45.3125
0, 0.6936274766921997, 46.875
0, 0.6853593587875366, 50.0
0, 0.7462723255157471, 39.0625
0, 0.6630691289901733, 56.25
0, 0.6574957370758057, 60.9375
0, 0.6673816442489624, 56.25
0, 0.6732227206230164, 60.9375
0, 0.7233175039291382, 48.4375
0, 0.6883519887924194, 57.8125
0, 0.6711797118186951, 59.375
0, 0.7375994920730591, 42.1875
0, 0.6507321000099182, 60.9375
0, 0.618855893611908, 65.625
0, 0.6659631133079529, 57.8125
0, 0.6234277486801147, 65.625
0, 0.753645658493042, 50.0
0, 0.5757062435150146, 76.5625
0, 0.689608097076416, 53.125
0, 0.58750981092453, 60.9375
0, 0.7316593527793884, 48.4375
0, 0.6613502502441406, 57.8125
0, 0.6693141460418701, 53.125
0, 0.6279069185256958, 75.0
0, 0.6857854127883911, 50.0
0, 0.6938294768333435, 57.8125
0, 0.6327484250068665, 59.375
0, 0.7372788190841675, 50.0
0, 0.7074418067932129, 54.6875
0, 0.684430718421936, 59.375
0, 0.641907274723053, 68.75
0, 0.6243049502372742, 62.5
0, 0.6130555868148804, 67.1875
0, 0.7415339946746826, 56.25
0, 0.6726181507110596, 56.25
0, 0.6788210868835449, 53.125
0, 0.6564710736274719, 56.25
0, 0.7559708952903748, 45.3125
0, 0.7141286134719849, 46.875
0, 0.6847034692764282, 53.125
0, 0.6682634353637695, 60.9375
0, 0.6698769927024841, 54.6875
0, 0.6861922144889832, 53.125
0, 0.6569058895111084, 57.8125
0, 0.7218104004859924, 48.4375
0, 0.63996422290802, 64.0625
0, 0.7059932947158813, 57.8125
0, 0.6430350542068481, 65.625
0, 0.5974211096763611, 75.0
0, 0.5890277624130249, 71.875
0, 0.6097198724746704, 65.625
0, 0.587753176689148, 70.3125
0, 0.6923894286155701, 64.0625
0, 0.6790167093276978, 64.0625
0, 0.6866216659545898, 62.5
0, 0.6169317960739136, 64.0625
0, 0.6626787185668945, 64.0625
0, 0.5770813822746277, 71.875
0, 0.6239391565322876, 64.0625
0, 0.6524453163146973, 62.5
0, 0.6021976470947266, 70.3125
0, 0.6368076801300049, 65.625
0, 0.7207728028297424, 53.125
0, 0.6394041776657104, 59.375
0, 0.6957271099090576, 59.375
0, 0.6602814197540283, 60.9375
0, 0.6740755438804626, 62.5
0, 0.6284502148628235, 64.0625
0, 0.6681900024414062, 60.9375
0, 0.6000303626060486, 76.5625
0, 0.664354145526886, 65.625
0, 0.6321749091148376, 65.625
0, 0.6446845531463623, 65.625
0, 0.6418324112892151, 60.9375
0, 0.6230243444442749, 62.5
0, 0.6597170233726501, 56.25
0, 0.6714075207710266, 64.0625
0, 0.6077274680137634, 67.1875
0, 0.6062033176422119, 75.0
0, 0.610962450504303, 65.625
0, 0.6024103760719299, 75.0
0, 0.6701962351799011, 60.9375
0, 0.6422500610351562, 60.9375
0, 0.7291114926338196, 57.8125
0, 0.5791584849357605, 67.1875
0, 0.5616143345832825, 71.875
0, 0.6205001473426819, 67.1875
0, 0.639060378074646, 65.625
0, 0.6657489538192749, 56.25
0, 0.6203725934028625, 62.5
0, 0.6418407559394836, 53.125
0, 0.6084515452384949, 62.5
0, 0.6734673976898193, 62.5
0, 0.6712802648544312, 51.5625
0, 0.544783890247345, 75.0
0, 0.6642610430717468, 62.5
0, 0.622771680355072, 68.75
0, 0.6847223043441772, 56.25
0, 0.5999227166175842, 67.1875
0, 0.6172789335250854, 67.1875
0, 0.7057086229324341, 62.5
0, 0.6600709557533264, 57.8125
0, 0.6182029843330383, 59.375
0, 0.5670098066329956, 75.0
0, 0.555907130241394, 75.0
0, 0.6249293684959412, 71.875
0, 0.6934685707092285, 62.5
0, 0.5549689531326294, 75.0
0, 0.5634610652923584, 68.75
0, 0.6893824338912964, 59.375
0, 0.5503456592559814, 68.75
0, 0.5593830943107605, 76.5625
0, 0.6167176961898804, 60.9375
0, 0.4975188970565796, 73.4375
0, 0.59913569688797, 70.3125
0, 0.5742374658584595, 73.4375
0, 0.6123250722885132, 65.625
0, 0.5967854261398315, 68.75
0, 0.5314968824386597, 71.875
0, 0.59744793176651, 71.875
0, 0.5500118136405945, 73.4375
0, 0.615975022315979, 70.3125
0, 0.571475625038147, 70.3125
0, 0.6277096271514893, 70.3125
0, 0.5826349258422852, 70.3125
0, 0.6455739736557007, 59.375
0, 0.440969318151474, 85.9375
0, 0.5920024514198303, 67.1875
0, 0.5632810592651367, 73.4375
0, 0.5252026319503784, 73.4375
0, 0.5504251718521118, 71.875
0, 0.5334369540214539, 76.5625
0, 0.6287664175033569, 57.8125
0, 0.7514197826385498, 51.5625
0, 0.48697715997695923, 78.125
0, 0.5348377823829651, 70.3125
0, 0.5453912615776062, 71.875
0, 0.6288413405418396, 70.3125
0, 0.6075870394706726, 65.625
0, 0.6040674448013306, 65.625
0, 0.4586927592754364, 85.9375
0, 0.5863326787948608, 60.9375
0, 0.5691948533058167, 67.1875
0, 0.6252408623695374, 68.75
0, 0.4849136173725128, 79.6875
0, 0.6909539699554443, 62.5
0, 0.673801600933075, 62.5
0, 0.5695675611495972, 70.3125
0, 0.6953603625297546, 59.375
0, 0.6465314030647278, 60.9375
0, 0.5845637917518616, 68.75
0, 0.4839250147342682, 82.8125
0, 0.6213390827178955, 59.375
0, 0.5659841895103455, 65.625
0, 0.5204110741615295, 78.125
0, 0.5780348777770996, 71.875
0, 0.6212918162345886, 65.625
0, 0.5592590570449829, 62.5
0, 0.5562887191772461, 67.1875
0, 0.6844897270202637, 65.625
0, 0.5138740539550781, 75.0
0, 0.5437716841697693, 71.875
0, 0.7364317774772644, 59.375
0, 0.46944302320480347, 79.6875
0, 0.4711564779281616, 78.125
0, 0.618283748626709, 67.1875
0, 0.5555830001831055, 75.0
0, 0.5905399918556213, 71.875
0, 0.5674503445625305, 73.4375
0, 0.4984632134437561, 73.4375
0, 0.6326550245285034, 62.5
0, 0.5956568121910095, 64.0625
0, 0.5733153820037842, 75.0
0, 0.6327189207077026, 67.1875
0, 0.5624334812164307, 70.3125
0, 0.6181209683418274, 68.75
0, 0.48770275712013245, 79.6875
0, 0.5607101321220398, 76.5625
0, 0.6197444796562195, 64.0625
0, 0.5235647559165955, 79.6875
0, 0.5383909344673157, 67.1875
0, 0.5384210348129272, 75.0
0, 0.6427329778671265, 64.0625
0, 0.6333339810371399, 62.5
0, 0.5876222252845764, 75.0
0, 0.5399907231330872, 73.4375
0, 0.525357723236084, 71.875
0, 0.6549941897392273, 64.0625
0, 0.5802772641181946, 70.3125
0, 0.540125846862793, 76.5625
0, 0.5519483685493469, 73.4375
0, 0.5322607755661011, 76.5625
0, 0.5446285605430603, 67.1875
0, 0.5030699372291565, 71.875
0, 0.5297733545303345, 73.4375
0, 0.5765340924263, 71.875
0, 0.6973178386688232, 73.4375
0, 0.5957788825035095, 71.875
0, 0.4762442708015442, 78.125
0, 0.5796540379524231, 71.875
0, 0.565483570098877, 68.75
0, 0.5672691464424133, 78.125
0, 0.6341608762741089, 62.5
0, 0.6155467629432678, 68.75
0, 0.5890529155731201, 68.75
0, 0.5935875773429871, 71.875
0, 0.5295768976211548, 76.5625
0, 0.5970469117164612, 64.0625
0, 0.5237191319465637, 75.0
0, 0.560664176940918, 70.3125
0, 0.5245699286460876, 73.4375
0, 0.5757763385772705, 67.1875
0, 0.4923652112483978, 78.125
0, 0.5120322108268738, 73.4375
0, 0.6623853445053101, 70.3125
0, 0.5098169445991516, 75.0
0, 0.40397724509239197, 79.6875
0, 0.5562106370925903, 75.0
0, 0.5645939111709595, 65.625
0, 0.6683166027069092, 62.5
0, 0.34377560019493103, 85.9375
0, 0.6645755171775818, 62.5
0, 0.5611070990562439, 68.75
0, 0.6721392869949341, 62.5
0, 0.44339632987976074, 82.8125
0, 0.532152533531189, 75.0
0, 0.6117796897888184, 70.3125
0, 0.5182110071182251, 76.5625
0, 0.4933651089668274, 73.4375
0, 0.5668574571609497, 73.4375
0, 0.5745680928230286, 68.75
0, 0.5090570449829102, 73.4375
0, 0.525259256362915, 76.5625
0, 0.5282241106033325, 75.0
0, 0.35340556502342224, 92.1875
0, 0.44933828711509705, 81.25
0, 0.6126204133033752, 68.75
0, 0.5407734513282776, 75.0
0, 0.42922717332839966, 79.6875
0, 0.600364089012146, 75.0
0, 0.5121763944625854, 73.4375
0, 0.5642716288566589, 67.1875
0, 0.4497758150100708, 76.5625
0, 0.5719778537750244, 70.3125
0, 0.48367494344711304, 75.0
0, 0.5217158794403076, 73.4375
0, 0.48810017108917236, 75.0
0, 0.6120550036430359, 68.75
0, 0.5805248022079468, 67.1875
0, 0.5196486115455627, 81.25
0, 0.4709054231643677, 78.125
0, 0.5709898471832275, 65.625
0, 0.5572894811630249, 70.3125
0, 0.4879356026649475, 78.125
0, 0.5104899406433105, 81.25
0, 0.5497557520866394, 71.875
0, 0.5205606818199158, 75.0
0, 0.5826760530471802, 68.75
0, 0.6021221280097961, 65.625
0, 0.5132346749305725, 71.875
0, 0.422249436378479, 85.9375
0, 0.5819790363311768, 70.3125
0, 0.4669208526611328, 75.0
0, 0.46679383516311646, 79.6875
0, 0.520123302936554, 75.0
0, 0.5042912364006042, 76.5625
0, 0.6297157406806946, 65.625
0, 0.6112546920776367, 60.9375
0, 0.48515963554382324, 76.5625
0, 0.43288370966911316, 82.8125
