Epoch, Train_Loss, Train_Acc
0, 0.8470673561096191, 43.75
0, 5.4565043449401855, 48.4375
0, 1.9221525192260742, 46.875
0, 0.8558011054992676, 46.875
0, 0.9763177037239075, 45.3125
0, 0.7153453826904297, 56.25
0, 0.7738309502601624, 42.1875
0, 0.7332863807678223, 50.0
0, 0.6844546794891357, 56.25
0, 0.7084538340568542, 50.0
0, 0.7008081674575806, 48.4375
0, 0.6785704493522644, 59.375
0, 0.719633936882019, 43.75
0, 0.6681496500968933, 53.125
0, 0.6872459650039673, 48.4375
0, 0.7423837780952454, 46.875
0, 0.7111102938652039, 45.3125
0, 0.7003013491630554, 48.4375
0, 0.6887935400009155, 51.5625
0, 0.7211161255836487, 40.625
0, 0.6768448948860168, 64.0625
0, 0.7057880759239197, 42.1875
0, 0.6873493194580078, 56.25
0, 0.6824395656585693, 59.375
0, 0.6874223947525024, 51.5625
0, 0.7348963618278503, 42.1875
0, 0.7805984616279602, 43.75
0, 0.7122465372085571, 45.3125
0, 0.7461566925048828, 42.1875
0, 0.6828253269195557, 56.25
0, 0.8446515798568726, 40.625
0, 0.6487021446228027, 64.0625
0, 0.669748842716217, 62.5
0, 0.6804029941558838, 51.5625
0, 0.6827887296676636, 53.125
0, 0.6578853726387024, 54.6875
0, 0.6867813467979431, 50.0
0, 0.6679368615150452, 54.6875
0, 0.7080354690551758, 60.9375
0, 0.7159696221351624, 60.9375
0, 0.6672593951225281, 62.5
0, 0.6934671401977539, 45.3125
0, 0.7293271422386169, 39.0625
0, 0.6610193252563477, 62.5
0, 0.6970996856689453, 50.0
0, 0.6487740874290466, 59.375
0, 0.6942879557609558, 54.6875
0, 0.6406815648078918, 60.9375
0, 0.7764930129051208, 45.3125
0, 0.6777521371841431, 64.0625
0, 0.7284339666366577, 48.4375
0, 0.7111219167709351, 50.0
0, 0.7123394012451172, 40.625
0, 0.6673696637153625, 62.5
0, 0.6703195571899414, 60.9375
0, 0.6722428202629089, 56.25
0, 0.7031471133232117, 51.5625
0, 0.7024837732315063, 51.5625
0, 0.6960731744766235, 53.125
0, 0.6919029951095581, 51.5625
0, 0.7246445417404175, 45.3125
0, 0.7077611684799194, 48.4375
0, 0.7425740957260132, 39.0625
0, 0.6762236952781677, 54.6875
0, 0.7088061571121216, 40.625
0, 0.6840754151344299, 56.25
0, 0.7051644921302795, 40.625
0, 0.6913911700248718, 53.125
0, 0.7146061658859253, 32.8125
0, 0.6934481263160706, 51.5625
0, 0.6913319826126099, 51.5625
0, 0.7033517956733704, 40.625
0, 0.6852707862854004, 57.8125
0, 0.6921034455299377, 51.5625
0, 0.6994121074676514, 45.3125
0, 0.6880980730056763, 59.375
0, 0.6981282830238342, 48.4375
0, 0.6881380677223206, 56.25
0, 0.6890287399291992, 51.5625
0, 0.6795097589492798, 64.0625
0, 0.676866888999939, 59.375
0, 0.7000395059585571, 43.75
0, 0.6952478289604187, 53.125
0, 0.6575468182563782, 65.625
0, 0.65809166431427, 70.3125
