Epoch, Cross_Entropy_Loss, MSE_Loss, Total_Loss 
0, 8.974724769592285, 0.2288532257080078, 8.974953651428223
0, 11.429221153259277, 0.5043394565582275, 11.429725646972656
0, 16.473459243774414, 0.47013646364212036, 16.473928451538086
0, 11.964184761047363, 0.10000041872262955, 11.964284896850586
0, 10.942838668823242, 0.2999943792819977, 10.94313907623291
0, 10.248497009277344, 0.8328508734703064, 10.249329566955566
0, 10.193806648254395, 0.10000103712081909, 10.193906784057617
0, 10.55892562866211, 0.005209170747548342, 10.558930397033691
0, 10.743557929992676, 0.4999999701976776, 10.744057655334473
0, 10.714394569396973, 0.20000000298023224, 10.714594841003418
0, 10.648818016052246, 2.99446005651445e-20, 10.648818016052246
0, 10.211250305175781, 1.5637283688776002e-17, 10.211250305175781
0, 9.990931510925293, 0.09999915212392807, 9.991031646728516
0, 9.874171257019043, 1.0, 9.875171661376953
0, 9.253339767456055, 1.0, 9.254340171813965
0, 9.302336692810059, 0.9999635815620422, 9.303337097167969
0, 9.26082706451416, 0.008025105111300945, 9.260834693908691
0, 9.05384349822998, 6.709833116630575e-18, 9.05384349822998
0, 9.27398681640625, 0.10000000149011612, 9.274086952209473
0, 8.879205703735352, 0.10000000149011612, 8.879305839538574
0, 8.833194732666016, 4.1771691030589864e-05, 8.833194732666016
0, 8.688072204589844, 0.686330258846283, 8.688758850097656
0, 18.987966537475586, 6.895493391527796e-17, 18.987966537475586
0, 16.09865951538086, 0.10000000149011612, 16.098758697509766
0, 14.76374626159668, 2.5861313830560004e-23, 14.76374626159668
0, 13.80152416229248, 9.339977680156153e-08, 13.80152416229248
0, 13.328804969787598, 0.2766631245613098, 13.329081535339355
0, 15.010554313659668, 2.986508702157106e-35, 15.010554313659668
0, 16.624893188476562, 0.0, 16.624893188476562
0, 16.619924545288086, 9.645514306385853e-24, 16.619924545288086
0, 16.765954971313477, 0.0, 16.765954971313477
0, 16.87430763244629, 0.0, 16.87430763244629
0, 16.254831314086914, 0.0, 16.254831314086914
0, 15.763526916503906, 0.0, 15.763526916503906
0, 15.18825626373291, 0.0, 15.18825626373291
0, 14.330721855163574, 2.942726775082116e-44, 14.330721855163574
0, 13.850096702575684, 0.0, 13.850096702575684
0, 14.290367126464844, 2.1633186908509572e-10, 14.290367126464844
0, 13.882283210754395, 0.02145334519445896, 13.882304191589355
0, 14.206701278686523, 2.0013344157930716e-26, 14.206701278686523
0, 15.080625534057617, 1.8706976663160458e-34, 15.080625534057617
0, 15.129411697387695, 1.2247348578198901e-42, 15.129411697387695
0, 14.23279857635498, 2.2084463797759117e-42, 14.23279857635498
0, 14.032998085021973, 0.0, 14.032998085021973
0, 13.413583755493164, 0.0, 13.413583755493164
0, 14.0755615234375, 3.2255538709414766e-37, 14.0755615234375
0, 13.789539337158203, 1.3965423908459223e-23, 13.789539337158203
0, 13.51994800567627, 7.721695550996215e-24, 13.51994800567627
0, 13.113729476928711, 1.3070044078500047e-18, 13.113729476928711
0, 13.870389938354492, 5.05754188010933e-24, 13.870389938354492
0, 13.156450271606445, 1.700447261739085e-21, 13.156450271606445
0, 13.304752349853516, 3.251324056634811e-17, 13.304752349853516
0, 13.155915260314941, 1.6624875087689617e-11, 13.155915260314941
0, 13.349398612976074, 3.6681293558160633e-09, 13.349398612976074
0, 12.761804580688477, 1.8792499549097298e-15, 12.761804580688477
0, 13.116781234741211, 1.0286382696976868e-22, 13.116781234741211
0, 12.277892112731934, 9.928391597630941e-39, 12.277892112731934
0, 12.966609954833984, 8.829021104324942e-41, 12.966609954833984
0, 12.137945175170898, 3.192157901731933e-42, 12.137945175170898
0, 12.470978736877441, 6.268932887911361e-40, 12.470978736877441
0, 12.59611988067627, 4.070071389631431e-41, 12.59611988067627
0, 12.29429817199707, 2.942840840777112e-38, 12.29429817199707
0, 12.399808883666992, 1.6709409797590457e-26, 12.399808883666992
0, 12.106952667236328, 1.4679740445444622e-07, 12.106952667236328
0, 12.743526458740234, 7.410596367662947e-07, 12.743526458740234
0, 11.22329044342041, 2.0477159318275683e-27, 11.22329044342041
0, 11.652959823608398, 1.2563795672192773e-25, 11.652959823608398
0, 11.739145278930664, 3.0211095253103537e-32, 11.739145278930664
0, 11.813314437866211, 6.69267884964822e-32, 11.813314437866211
0, 12.429121017456055, 7.745697748442831e-22, 12.429121017456055
0, 11.644704818725586, 1.9832731570886794e-21, 11.644704818725586
0, 11.41919231414795, 2.2229982977112514e-20, 11.41919231414795
0, 12.253866195678711, 2.804181609159498e-24, 12.253866195678711
0, 11.104001998901367, 5.635348958310527e-13, 11.104001998901367
0, 11.910056114196777, 1.7215463143843363e-25, 11.910056114196777
0, 11.585203170776367, 1.4495859010118103e-25, 11.585203170776367
0, 11.777458190917969, 2.199122625516079e-28, 11.777458190917969
0, 11.281546592712402, 3.968808223065464e-30, 11.281546592712402
0, 11.586202621459961, 6.8742225461641e-34, 11.586202621459961
0, 10.981170654296875, 1.6304427128469113e-38, 10.981170654296875
0, 11.092774391174316, 2.2199335239372144e-38, 11.092774391174316
0, 11.711722373962402, 1.6395775690226333e-34, 11.711722373962402
0, 10.583205223083496, 1.2811946523849507e-29, 10.583205223083496
0, 10.968822479248047, 5.947584987714156e-15, 10.968822479248047
0, 10.28638744354248, 7.325404062265612e-28, 10.28638744354248
0, 11.084643363952637, 4.990249152917573e-28, 11.084643363952637
0, 11.223895072937012, 8.533500675557108e-30, 11.223895072937012
0, 10.329086303710938, 6.344904403115422e-26, 10.329086303710938
0, 10.689678192138672, 2.2739311913267034e-30, 10.689678192138672
0, 11.30349063873291, 1.524474469711583e-27, 11.30349063873291
0, 11.762296676635742, 3.203956673288967e-23, 11.762296676635742
0, 10.732056617736816, 9.50083434899567e-32, 10.732056617736816
0, 10.890802383422852, 7.090716498514902e-28, 10.890802383422852
0, 11.397307395935059, 3.888621798811692e-28, 11.397307395935059
0, 11.200545310974121, 2.0689912803021546e-33, 11.200545310974121
0, 10.193726539611816, 8.635022762383389e-30, 10.193726539611816
0, 11.327415466308594, 1.8263928443415272e-31, 11.327415466308594
0, 10.813183784484863, 1.0661594906687957e-32, 10.813183784484863
0, 10.839789390563965, 3.316741758359247e-29, 10.839789390563965
0, 10.602716445922852, 1.507909738852903e-28, 10.602716445922852
0, 11.114879608154297, 8.465789456499573e-27, 11.114879608154297
0, 10.597603797912598, 1.194526462755095e-25, 10.597603797912598
0, 10.577187538146973, 1.1373990906803595e-21, 10.577187538146973
0, 10.60053825378418, 1.7411655316162157e-25, 10.60053825378418
0, 10.612430572509766, 3.9545208140880556e-27, 10.612430572509766
0, 10.623538970947266, 6.261237815507681e-25, 10.623538970947266
0, 10.45954704284668, 1.6131324022661942e-30, 10.45954704284668
0, 10.612196922302246, 2.0680047834024254e-33, 10.612196922302246
0, 10.926676750183105, 1.3363209328611834e-32, 10.926676750183105
0, 10.505777359008789, 1.3840413055808412e-37, 10.505777359008789
0, 10.828351020812988, 2.814593975780491e-32, 10.828351020812988
0, 10.691163063049316, 5.593293790748242e-33, 10.691163063049316
0, 9.90227222442627, 1.4569240083932608e-32, 9.90227222442627
0, 10.480332374572754, 7.115654372307145e-30, 10.480332374572754
0, 10.935657501220703, 6.2856273728016925e-31, 10.935657501220703
0, 10.186321258544922, 5.703815385917286e-32, 10.186321258544922
0, 10.210416793823242, 5.149901876658684e-31, 10.210416793823242
0, 10.11488151550293, 3.7030322078744898e-28, 10.11488151550293
0, 10.071093559265137, 2.239137762248579e-29, 10.071093559265137
0, 10.218059539794922, 1.8758944348953324e-29, 10.218059539794922
0, 9.741737365722656, 1.5167214153125787e-25, 9.741737365722656
0, 10.321043968200684, 4.352616564064739e-24, 10.321043968200684
0, 10.082148551940918, 5.416108856290534e-28, 10.082148551940918
0, 9.715171813964844, 4.639187874130373e-29, 9.715171813964844
0, 10.078007698059082, 7.657378851503652e-32, 10.078007698059082
0, 9.86539077758789, 5.615862917811904e-36, 9.86539077758789
0, 9.735916137695312, 3.0523314381474313e-29, 9.735916137695312
0, 9.527802467346191, 1.2366483224943928e-26, 9.527802467346191
0, 10.20429801940918, 2.719606577248877e-29, 10.20429801940918
0, 10.339386940002441, 8.77134625284147e-30, 10.339386940002441
0, 9.880535125732422, 5.526195373023573e-29, 9.880535125732422
0, 10.203301429748535, 7.8019277602381095e-28, 10.203301429748535
0, 10.050409317016602, 2.900588546905591e-25, 10.050409317016602
0, 10.102814674377441, 2.2310870578145116e-19, 10.102814674377441
0, 9.308165550231934, 8.725371873612976e-20, 9.308165550231934
0, 9.944964408874512, 3.891638001127293e-21, 9.944964408874512
0, 10.018914222717285, 1.9093593136501715e-22, 10.018914222717285
0, 10.227553367614746, 2.917519782232688e-26, 10.227553367614746
0, 9.882881164550781, 7.463467720706413e-28, 9.882881164550781
0, 9.429594993591309, 2.4413983231550188e-29, 9.429594993591309
0, 9.160122871398926, 3.0792548479112073e-30, 9.160122871398926
0, 9.673879623413086, 3.946786641201538e-32, 9.673879623413086
0, 10.159666061401367, 1.0773217462519141e-34, 10.159666061401367
0, 9.529804229736328, 6.959075697713703e-33, 9.529804229736328
0, 9.85165023803711, 8.080338763597598e-31, 9.85165023803711
0, 9.697571754455566, 2.1189463004632478e-33, 9.697571754455566
0, 9.30708122253418, 4.350557856981058e-34, 9.30708122253418
0, 9.760590553283691, 5.310294581895982e-35, 9.760590553283691
0, 9.64698600769043, 1.3768452189850187e-32, 9.64698600769043
0, 10.27295207977295, 8.131564362378183e-30, 10.27295207977295
0, 10.166097640991211, 7.223390418741103e-23, 10.166097640991211
0, 9.915767669677734, 1.988101274107989e-26, 9.915767669677734
0, 10.144680976867676, 7.783953341104775e-25, 10.144680976867676
0, 9.542880058288574, 6.3209040034088525e-27, 9.542880058288574
0, 9.784162521362305, 1.270121187150487e-28, 9.784162521362305
0, 9.490960121154785, 3.1560420073177683e-27, 9.490960121154785
0, 9.822510719299316, 1.2332270349391946e-29, 9.822510719299316
0, 9.670816421508789, 8.083088103824849e-30, 9.670816421508789
0, 10.192923545837402, 3.895113948287405e-34, 10.192923545837402
0, 10.187357902526855, 4.585457099735742e-35, 10.187357902526855
0, 9.671883583068848, 3.986365944661682e-35, 9.671883583068848
0, 10.350611686706543, 3.329595999549487e-36, 10.350611686706543
0, 9.22275161743164, 8.703989797649876e-33, 9.22275161743164
0, 9.576879501342773, 9.089204255531132e-34, 9.576879501342773
0, 9.582871437072754, 6.1588441944948846e-31, 9.582871437072754
0, 9.574682235717773, 1.0372948089961127e-29, 9.574682235717773
0, 9.640462875366211, 2.9306607818785466e-33, 9.640462875366211
0, 10.170295715332031, 1.6749882059813788e-27, 10.170295715332031
0, 9.591512680053711, 1.8203342562095156e-25, 9.591512680053711
0, 9.894356727600098, 4.278897468295625e-21, 9.894356727600098
0, 9.97174072265625, 1.9739275655148916e-16, 9.97174072265625
0, 9.929238319396973, 2.1226963295547987e-15, 9.929238319396973
0, 9.389666557312012, 7.057647965763782e-21, 9.389666557312012
0, 9.745466232299805, 1.5563509522220042e-25, 9.745466232299805
0, 9.64671516418457, 2.673160846478255e-33, 9.64671516418457
0, 10.24321460723877, 2.366258556932749e-33, 10.24321460723877
0, 10.197345733642578, 4.166131184088037e-37, 10.197345733642578
0, 9.36087703704834, 1.6875822787518192e-34, 9.36087703704834
